C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_1.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_2.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_3.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_4.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_5.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_6.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_7.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_8.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_9.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_10.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_11.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_12.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_13.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_14.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_15.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_16.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_17.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_18.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_19.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_20.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_21.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_22.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_23.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_24.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_25.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_26.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_27.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_28.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_29.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_30.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_31.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_32.jpeg,다
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_33.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_34.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_35.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_36.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_37.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_38.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_39.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_40.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_41.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_42.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_43.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_44.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_45.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_46.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_47.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_48.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_49.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_50.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_51.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_52.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_53.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_54.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_55.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_56.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_57.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_58.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_59.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_60.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_61.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_62.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_63.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_64.jpeg,하
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_65.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_66.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_67.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_68.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_69.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_70.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_71.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_72.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_73.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_74.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_75.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_76.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_77.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_78.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_79.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_80.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_81.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_82.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_83.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_84.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_85.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_86.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_87.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_88.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_89.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_90.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_91.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_92.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_93.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_94.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_95.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_96.jpeg,지
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_97.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_98.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_99.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_100.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_101.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_102.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_103.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_104.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_105.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_106.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_107.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_108.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_109.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_110.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_111.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_112.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_113.jpeg,이
C:\Users\402-07\Korean-Recognition\Python\tools\image-data-256\hangul-images\hangul_114.jpeg,이
